id,location_id,sales_id,features_id,propertyType,yearBuilt,assessorID,legalDescription,subdivision,zoning,hoa,propertyTaxes,ownerOccupied
"23202-Spruce-Falls-Ct,-Katy,-TX-77494",397,232,318,Single Family,1996.0,1178890030095,LT 95 BLK 3 HERITAGE SQUARE SEC 2,HERITAGE SQUARE,Unknown,Unknown,"{'2017': {'year': 2017, 'total': 2157}, '2020': {'year': 2020, 'total': 1650}, '2021': {'year': 2021, 'total': 2197}, '2022': {'year': 2022, 'total': 242}, '2023': {'year': 2023, 'total': 242}}",1.0
"655-S-Emmertsen-Rd,-Mount-Pleasant,-WI-53406",398,233,319,Single Family,2007.0,151 032213083005,PT NW1/4 CSM #2679 V8 P504 LOT 2 FROM 151032213083002 IN 05 FOR 06 ROLL **TOTAL ACRES** 00.43,NORTH,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 7365}}",1.0
"5687-Addison-St,-Apt-2,-Detroit,-MI-48210",399,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1379-Coven-Cir,-Lake-Summerset,-IL-61019",400,0,320,Single Family,1987.0,Unknown,Unknown,Unknown,Unknown,{'fee': 85},Unknown,0.0
"9111-Lake-Lewisville-Ct,-Cypress,-TX-77433",401,234,321,Single Family,2010.0,1286540020042,LT 42 BLK 2 TOWNE LAKE SEC 2,TOWNE LAKE,Unknown,Unknown,"{'2017': {'year': 2017, 'total': 5568}, '2020': {'year': 2020, 'total': 528}, '2022': {'year': 2022, 'total': 582}, '2023': {'year': 2023, 'total': 582}}",1.0
"2941-S-1550-W,-Syracuse,-UT-84075",402,235,322,Single Family,2004.0,12-492-0017,"ALL OF LOT 17, KARA SUBDIVISION CONTAINS 0.25 ACRES",KARA,R-2,Unknown,"{'2024': {'year': 2024, 'total': 2588}}",1.0
"120-E-Hickory-Ave,-Enid,-OK-73701",403,236,323,Single Family,1935.0,5290-00-003-020-0-056-00,LOT 20-21 BLOCK 3 SD-E57 WILSON PARK ADDN NE/4 6-22-6 ET AL- ANDREW K WAGNER,WILSON PARK ADDN,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 1060}, '2021': {'year': 2021, 'total': 1087}, '2023': {'year': 2023, 'total': 1106}}",1.0
"2868-N-Willamette-Blvd,-Portland,-OR-97217",404,237,324,Single Family,1921.0,1N1E21BA 05200,"MADRONA VIEW, BLOCK 3, LOT 16-18 TL 5200",MADRONA VIEW,R5,Unknown,"{'2019': {'year': 2019, 'total': 9431}, '2021': {'year': 2021, 'total': 10673}, '2024': {'year': 2024, 'total': 11540}}",1.0
"5617-Grand-Ranch-Dr,-Joshua,-TX-76058",405,238,325,Land,0.0,126.3483.01220,LOT 2 BLK 7 GRAND RANCH PH 2,GRAND RANCH,Unknown,Unknown,"{'2018': {'year': 2018, 'total': 441}, '2021': {'year': 2021, 'total': 491}}",0.0
"2614-Quad-Ct,-Apt-2,-Jacksonville,-FL-32233",406,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"607-N-Ave-H,-Elgin,-TX-78621",407,239,326,Single Family,1979.0,R11298,"GARRETT, BLOCK C, LOT 2 (FR)",S6020 - GARRETT,Unknown,Unknown,"{'2016': {'year': 2016, 'total': 2465}, '2017': {'year': 2017, 'total': 2804}, '2018': {'year': 2018, 'total': 1960}, '2019': {'year': 2019, 'total': 2113}, '2020': {'year': 2020, 'total': 3007}, '2021': {'year': 2021, 'total': 3095}, '2022': {'year': 2022, 'total': 4790}, '2023': {'year': 2023, 'total': 489857}, '2024': {'year': 2024, 'total': 4898}, '2025': {'year': 2025, 'total': 4741}}",0.0
"8633-Balboa-Blvd,-Unit-23,-Northridge,-CA-91325",408,240,327,Condo,1973.0,2690-021-075,TRACT NO 25533 CONDOMINIUM UNIT 23,BALBOA/PARTHENIA HOA,LARD1.5,Unknown,"{'2023': {'year': 2023, 'total': 1951}, '2024': {'year': 2024, 'total': 1987}}",1.0
"4924-Duffy-Rd,-Floyds-Knobs,-IN-47119",409,241,328,Single Family,1976.0,22-04-03-000-077.000-006,NW 1/4 30-2-6 .72AC,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2657}}",1.0
"3-Grassland-Ct,-Bentonville,-AR-72712",410,242,329,Single Family,2005.0,01-08055-000,PLAT 22L-152 1/31/97 REPLAT 2005-595 5/12/05,"MEADOWS AT WOODS CRK, THE-BENTONVILLE",Unknown,Unknown,"{'2019': {'year': 2019, 'total': 2364}, '2023': {'year': 2023, 'total': 3300}}",1.0
"711-Jeter-Ave,-Odessa,-TX-79761",411,243,330,Single Family,1956.0,08200.00310.00000,DEL RIO ANNEX BLOCK 3 LOT 23,DEL RIO ANNEX,EE5,Unknown,"{'2022': {'year': 2022, 'total': 753}, '2023': {'year': 2023, 'total': 298}, '2024': {'year': 2024, 'total': 715}}",1.0
"4305-W-Rosecrans-Ave,-Hawthorne,-CA-90250",412,244,331,Single Family,1923.0,4077-004-018,"TRACT NO 1391 LOT COM S ON W LINE OF LOT 26,80 FT FROM NW COR OF SD LOT TH S 89 58'30 E 50 FT TH S 0 02'40 W TO N LINE OF",1391,LNR3YY,Unknown,"{'2023': {'year': 2023, 'total': 2744}}",1.0
"56-Blaise-Rd,-Hancock,-NY-13783",413,0,332,Single Family,1950.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2301-Suffolk-Ln,-Grove-City,-OH-43123",414,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2500-Highland-Dr,-Apt-C6,-Knoxville,-TN-37918",415,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4461-E-Zion-Way,-Chandler,-AZ-85249",416,245,333,Single Family,2016.0,304-76-923,FINISTERRA REPLAT MCR 1130-46,FINISTERRA REPLAT,R-18,Unknown,"{'2022': {'year': 2022, 'total': 2325}, '2023': {'year': 2023, 'total': 2408}, '2024': {'year': 2024, 'total': 2459}}",1.0
"3008-Quintero-St,-Laredo,-TX-78045",417,246,334,Single Family,2019.0,985-24001-040,"SUNSET HEIGHTS, BLOCK 1, LOT 4",SUNSET HEIGHTS,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1835}, '2023': {'year': 2023, 'total': 1808}}",1.0
"2416-Fonville-Dr,-Dallas,-TX-75227",418,247,335,Single Family,1947.0,00000532465000000,BUCKNER BOULEVARD BLK 2/6182 LOT 18 INT202300045372 DD03062023 CO-DC 6182 002 01800 3006182 002,BUCKNER BLVD SUBD,Z298,Unknown,"{'2022': {'year': 2022, 'total': 3618}, '2023': {'year': 2023, 'total': 3307}}",0.0
"57-Staghorn-Ct,-Lake-Jackson,-TX-77566",419,248,336,Single Family,1994.0,7592-0750-000,"SHYWOOD (LAKE JACKSON), BLOCK 8, LOT 50 PRIMARY SITE",JACKSON,Unknown,Unknown,"{'2024': {'year': 2024, 'total': 3803}}",1.0
"7163-Still-Hollow-Dr,-San-Antonio,-TX-78244",420,249,337,Single Family,2000.0,05080-520-0930,CB 5080E BLK 20 LOT 93 WOODLAKE PARK SUBD UT-6B,WOODLAKE PARK,Unknown,Unknown,"{'2019': {'year': 2019, 'total': 2915}, '2021': {'year': 2021, 'total': 3087}, '2022': {'year': 2022, 'total': 3045}, '2023': {'year': 2023, 'total': 2451}}",1.0
"278-Spruce-Hill-Pt,-Saint-Johns,-FL-32259",421,0,338,Single Family,2025.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"260-Saddle-Creek-Dr,-Roswell,-GA-30076",422,250,339,Single Family,1981.0,12 204304750444,BLK:I DIST:45 CITY/MUNI/TWP:CITY OF ROSWELL,SADDLE CREEK,R5,Unknown,"{'2023': {'year': 2023, 'total': 4516}}",1.0
"5646-S-41st-St,-Phoenix,-AZ-85040",423,251,340,Single Family,1979.0,123-16-029,KNOELL GARDEN GROVES UNIT 6 MCR 208-38,KNOELL GARDEN GROVES UNIT 6,R-8,Unknown,"{'2022': {'year': 2022, 'total': 801}}",0.0
"77-Clapp-St,-Stoughton,-MA-02072",424,0,341,Single Family,1940.0,M:0055  B:0209  L:0000,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"410-S-Massachusetts-Ave,-Deland,-FL-32724",425,0,342,Single Family,1939.0,7015-19-08-0310,15 17 30 LOTS 31 TO 34 INC BLK H EUCLID HEIGHTS SUB MB 10 PG 10 PER OR 3216 PG 0382 PER OR 6971 PG 3632,HEIGHTS,R4,Unknown,"{'2022': {'year': 2022, 'total': 489}, '2023': {'year': 2023, 'total': 526}, '2024': {'year': 2024, 'total': 570}}",1.0
"5123-Holland-Ave,-Temple-Terrace,-FL-33617",426,252,343,Single Family,1980.0,A15281942U000163000010,TERRACE PARK UNIT NO 5 REVISED LOTS 1 AND 2 BLOCK 163,TERRACE PARK UNIT NO 5 REVISED,RS-60,Unknown,"{'2019': {'year': 2019, 'total': 3248}, '2020': {'year': 2020, 'total': 3467}, '2021': {'year': 2021, 'total': 3857}, '2022': {'year': 2022, 'total': 4357}, '2024': {'year': 2024, 'total': 4889}}",0.0
"1001-Southwood-Dr,-Villa-Rica,-GA-30180",427,253,344,Single Family,2019.0,0180-02-5- -00006,"HSE/ LOT #1, SOUTHWOODS @ MIRROR LAKE PH-1-B",SOUTHWOODSMIRROR LAKE,PUD,Unknown,"{'2020': {'year': 2020, 'total': 4343}, '2022': {'year': 2022, 'total': 4660}, '2023': {'year': 2023, 'total': 3341}}",1.0
"16112-North-Fwy,-Apt-2222,-Houston,-TX-77090",428,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1701-N-Avalon-St,-Apt-219,-West-Memphis,-AR-72301",429,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"3408-Clio-Ave,-Chattanooga,-TN-37407",430,254,345,Single Family,1945.0,168A C  020,LOT 51 CLIFTON HILLS NO 1 PB 6 PG 1 7 0141 33 03,CLIFTON HILLS ADDN N,R2,Unknown,"{'2020': {'year': 2020, 'total': 445}, '2022': {'year': 2022, 'total': 448}, '2023': {'year': 2023, 'total': 132}, '2024': {'year': 2024, 'total': 132}}",0.0
"4245-Fremar-Dr,-Sioux-City,-IA-51104",431,255,346,Single Family,2017.0,894709254021,COUNTRY CLUB VIEW 3RD LOT 5,COUNTRY CLUB VIEW 2ND FILING,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 3772}}",1.0
"2550-Cumbrlnd-Blvd-SE,-Apt-606,-Smyrna,-GA-30080",432,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"6301-Maple-St,-Rockford,-MN-55373",433,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"17-Woodland-Ter,-Livingston,-NJ-07039",434,256,347,Single Family,1966.0,10  05101-0000-00027,LOT:27 BLK:5101 DIST:10 CITY/MUNI/TWP:LIVINGSTON TWP MAP REF:TAX MAP 51,VILLA POTS/WOODLAND TERRACE,R-3,Unknown,"{'2020': {'year': 2020, 'total': 10958}, '2021': {'year': 2021, 'total': 11165}}",1.0
"947-Park-Ave,-Lakewood,-NJ-08701",435,257,348,Single Family,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"7015-Ne-Fort-King-Pl,-Ocala,-FL-34470",436,0,349,Manufactured,1974.0,31826-005-08,SEC 17 TWP 15 RGE 23 PLAT BOOK R PAGE 131 REYNOLDS SUB 1ST ADD BLK E LOT 8,REYNOLDS ADD 01,R4,Unknown,"{'2020': {'year': 2020, 'total': 302}, '2022': {'year': 2022, 'total': 302}, '2023': {'year': 2023, 'total': 302}}",1.0
"6797-Diamond-Dr,-Pollock-Pines,-CA-95726",437,258,350,Single Family,2003.0,042-631-008-000,L 37 GLD RDG FOR 3,GLD RDG FOR 3,Unknown,{'fee': 41},"{'2023': {'year': 2023, 'total': 4836}}",0.0
"179-Pineneedle-Dr,-Bradenton,-FL-34210",438,259,351,Condo,1980.0,51888.0735-7,UNIT 179 WILDEWOOD SPRINGS II-A CONDO PI#51888.0735/7,WILDEWOOD SPRINGS II-A,PD-R,Unknown,"{'2023': {'year': 2023, 'total': 2223}, '2024': {'year': 2024, 'total': 2199}}",1.0
"4826-Robinwood-Dr,-Mentor,-OH-44060",439,260,352,Single Family,1961.0,16-D-117-P-00-019-0,LOT 6 TRACT 14,ROBINWOOD SUBDIVISION,R-2,Unknown,"{'2022': {'year': 2022, 'total': 2238}, '2023': {'year': 2023, 'total': 2330}}",1.0
"724-Tulane-Ct,-San-Mateo,-CA-94402",440,261,353,Single Family,1946.0,034-011-060,LOT 6 BLOCK 2 LESS SWLY 72.54 FT MOL BAYWOOD KNOLLS SUB 1 RSM 21/50 51 CITY OF SAN MATEO,FT MOL BAYWOOD KNOLLS SUB,R10006,Unknown,"{'2022': {'year': 2022, 'total': 9100}, '2023': {'year': 2023, 'total': 10233}}",1.0
"1357-Park-Ave,-Birmingham,-AL-35217",441,262,354,Single Family,1935.0,23-00-08-2-013-005.000,LOT 6 BLK 4 PLAINVIEW,PLAINVIEW 23-8-2,R3,Unknown,Unknown,0.0
"3804-Ray-Ave,-Caldwell,-ID-83605",442,263,355,Single Family,1979.0,03117517 0,34-4N-3W SW MC CARTHY SUB LOT 4 BLK 3,MC CARTHY SUB,Unknown,Unknown,"{'2024': {'year': 2024, 'total': 2468}}",1.0
"4263-Audubon-Oaks-Cir,-Apt-105,-Lakeland,-FL-33809",443,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2465-Northside-Dr,-Apt-1901,-Clearwater,-FL-33761",444,264,356,Condo,1979.0,19-28-16-98830-019-1901,"WOODLAND VILLAS CONDO NO 1 PHASE IV BLDG 19, UNIT 1901",WOODLAND VILLAS CONDO NO 1,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 673}, '2022': {'year': 2022, 'total': 2858}, '2023': {'year': 2023, 'total': 3164}, '2024': {'year': 2024, 'total': 3272}}",0.0
"3137-Barbara-St,-San-Pedro,-CA-90731",445,0,357,Single Family,1952.0,7470-017-012,TRACT NO 4224 LOT 12 BLK G,4224,LAR1,Unknown,"{'2019': {'year': 2019, 'total': 1770}, '2022': {'year': 2022, 'total': 1854}, '2023': {'year': 2023, 'total': 1942}}",1.0
"3505-Palagetto-Pl,-Bakersfield,-CA-93314",446,265,358,Single Family,2014.0,463-530-34-00-8,"TRACT 6214, BLOCK PH3, LOT 48",6214PH 3,R1,Unknown,"{'2020': {'year': 2020, 'total': 5748}, '2023': {'year': 2023, 'total': 6140}}",1.0
"41-Haendel-St,-Binghamton,-NY-13905",447,0,359,Single Family,1890.0,030200 160.29-1-1,LOT:1.000 BLK:1 SEC:160.29 DIST:030200 CITY/MUNI/TWP:BINGHAMTON,Unknown,Unknown,Unknown,Unknown,1.0
"3736-Whimsical-Cir,-Rockledge,-FL-32955",448,266,360,Single Family,2021.0,25-36-20-03-0000A.0-0010.00,PALM COVE LOT 10 BLK A,PALM COVE,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 5020}}",1.0
"1910-Iwi-Way,---A,-Honolulu,-HI-96816",449,0,361,Single Family,1967.0,1330240880000,Unknown,MAP 48,U/05/00,Unknown,Unknown,0.0
"122-Lebanon-Cir,-Durham,-NC-27712",450,267,362,Single Family,1954.0,181032,PROP-BUCKLEY EDWARD G/LT#1,Unknown,RS-20,Unknown,"{'2022': {'year': 2022, 'total': 3772}}",1.0
"425-Parnell-Dr,-Raleigh,-NC-27610",451,0,363,Single Family,1955.0,1713.11-57-7056 0020545,LO18 LONG ACRES,LONGACRES MAP,R-10,Unknown,"{'2022': {'year': 2022, 'total': 1278}, '2023': {'year': 2023, 'total': 1074}, '2024': {'year': 2024, 'total': 1932}}",0.0
"601-Glad-Rd,-Winter-Haven,-FL-33880",452,268,364,Single Family,1962.0,252825354100011010,JAN PHYL VILLAGE UNIT 10 PB 45 PG 38 BLK K LOT 1,JAN PHYL VILLAGE UNIT 10,R-3,Unknown,"{'2020': {'year': 2020, 'total': 510}, '2021': {'year': 2021, 'total': 537}, '2022': {'year': 2022, 'total': 548}, '2023': {'year': 2023, 'total': 600}, '2024': {'year': 2024, 'total': 748}}",1.0
"10916-Loma-De-Luz-Pl,-El-Paso,-TX-79934",453,269,365,Single Family,1996.0,N425-999-0290-3700,29 NORTH HILLS #11 LOT 37 (7644.95 SQ FT),1-A NORTH HILLS #11,R3A,Unknown,"{'2019': {'year': 2019, 'total': 3525}, '2022': {'year': 2022, 'total': 3614}}",1.0
"1102-S-Penmark-Ave,-Kuna,-ID-83634",454,270,366,Single Family,2016.0,R7686320960,LOT 23 BLK 03 SADIE CREEK SUB NO 01,SADIE CREEK SUB NO 01,R-6,Unknown,"{'2022': {'year': 2022, 'total': 2336}, '2023': {'year': 2023, 'total': 1851}}",1.0
"8503-Woodall-Ct,-Tampa,-FL-33615",455,0,367,Single Family,1971.0,U2628170A4000079000620,TOWN'N COUNTRY PARK UNIT NO 37 LOT 62 BLOCK 79,TOWN'N COUNTRY PARK UNIT NO 37,RSC-6,Unknown,"{'2022': {'year': 2022, 'total': 2327}, '2023': {'year': 2023, 'total': 2405}, '2024': {'year': 2024, 'total': 2518}}",1.0
"4918-N-Graceland-Dr,-Peoria,-IL-61614",456,0,368,Single Family,1958.0,14-20-153-012,SCENIC HEIGHTS NW 1/4 SEC 20-9-8E LOT 29,SCENIC HEIGHTS,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1308}, '2023': {'year': 2023, 'total': 1276}}",1.0
"9508-W-Sunnyslope-Ln,-Peoria,-AZ-85345",457,271,369,Single Family,1997.0,142-90-705,NEW RIVER RANCH MCR 444-14,NEW RIVER RANCH,R-6,Unknown,"{'2020': {'year': 2020, 'total': 1407}, '2021': {'year': 2021, 'total': 1394}, '2022': {'year': 2022, 'total': 1302}, '2023': {'year': 2023, 'total': 1330}}",1.0
"22646-N-20th-Pl,-Phoenix,-AZ-85024",458,272,370,Single Family,1996.0,213-03-642,MOUNTAINGATE UNIT 1 MCR 400-18,MOUNTAINGATE UNIT 1,R-6,Unknown,"{'2020': {'year': 2020, 'total': 1981}, '2022': {'year': 2022, 'total': 2383}, '2023': {'year': 2023, 'total': 2407}}",0.0
"111-N-Moore-Ave-Apt-B,-Monterey-Park,-CA-91754",459,273,371,Condo,1985.0,5256-006-105,TR=33599 LOT 1 CONDOMINIUM*UNIT 7,HOOVER VILLA II HOA,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 9474}}",0.0
"8-N-Keene-St,-Apt-D30,-Columbia,-MO-65201",460,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4304-Tallyho-Dr,-Sacramento,-CA-95826",461,274,372,Single Family,1978.0,074-0115-014-0000,"PEN PARKS ESTATES 01, LOT 70",PEN PARKS ESTATES 01,RD-5,Unknown,"{'2020': {'year': 2020, 'total': 2263}, '2023': {'year': 2023, 'total': 2398}}",1.0
"2198-Brookwood-Ave,-Santa-Rosa,-CA-95404",462,275,373,Single Family,2011.0,038-330-040-000,2007 FM 044-033-015 LINWOOD SUB PHASE 2 LOT 65,LINWOOD,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 7107}, '2023': {'year': 2023, 'total': 7586}}",1.0
"97-Pond-Rd,-Windsor,-CT-06095",463,276,374,Single Family,2004.0,WSOR M:00050 B:00120 L:00097B,LOT:97B BLK:120 CITY/MUNI/TWP:WINDSOR,Unknown,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 6572}, '2023': {'year': 2023, 'total': 7957}}",1.0
"751-Straw-Hill-Rd,-Manchester,-NH-03104",464,277,375,Condo,1985.0,MNCH M:0223A B:000 L:0045,LOT:45 CITY/MUNI/TWP:MANCHESTER SUBD:STRAW HILL,STRAW HILL,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 8923}}",1.0
"859-Santiato-Dr,-Fayetteville,-NC-28314",465,278,376,Single Family,1992.0,9488-41-9644,MIDDLECREEK LO850 SE09 PL0081-0007,MIDDLE CREEK,SF10,Unknown,"{'2022': {'year': 2022, 'total': 2063}, '2023': {'year': 2023, 'total': 2193}}",1.0
"2301-N-28th-St,-Fort-Smith,-AR-72904",466,279,377,Single Family,2011.0,15044-0008-00004-00,LOT:8 BLK:4 SUBD:MCLOUD'S SEC/TWN/RNG/MER:SEC 03 TWN 08 RNG 32,MCLOUD'S,Unknown,Unknown,"{'2023': {'year': 2023, 'total': 554}}",1.0
"220-E-29th-St,-Apt-3D,-New-York,-NY-10016",467,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"2194-Newbury-Ct,-Palm-Harbor,-FL-34683",468,280,378,Single Family,1988.0,36-27-15-88710-000-0160,SUTTON PLACE LOT 16,SUTTON PLACE,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 3014}, '2023': {'year': 2023, 'total': 3114}, '2024': {'year': 2024, 'total': 3168}}",1.0
"520-Mossy-Oak-Rdg,-Prattville,-AL-36066",469,281,379,Single Family,2000.0,19-01-11-2-000-001.005,LOT 26 BLK H SILVER HILLS #9MAP BK 4 PG 53 - 5493.93 X 147.56 IRR,SILVER HILLS,Unknown,Unknown,"{'2020': {'year': 2020, 'total': 1274}, '2022': {'year': 2022, 'total': 1554}, '2023': {'year': 2023, 'total': 1686}}",0.0
"54-W-Margaret-Ter,-Cary,-IL-60013",470,282,380,Single Family,1965.0,19-12-428-022,DOC 2012R0020263 LT 122 HANSONS OAK VIEW ESTATES,HANSONS OAK VIEW ESTATES,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 9201}, '2023': {'year': 2023, 'total': 8530}}",1.0
"2769-Maida-Ln,-Schenectady,-NY-12306",471,283,381,Single Family,1958.0,422800 48.14-5-19,"R,G,BK,DM MAIDA EST-9 2.-163-20",Unknown,R-1,Unknown,"{'2016': {'year': 2016, 'total': 6011}}",1.0
"360-E-Columbia-Rd,-48,-Emerson,-AR-71740",472,284,382,Single Family,1993.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1119-S-Carolina-Ave-SE,-Washington,-DC-20003",473,285,383,Condo,1905.0,0991      0824,SQUARE 0991 LOT 0824 NBHD: OLD CITY I,OLD CITY I,RF-1,Unknown,"{'2020': {'year': 2020, 'total': 11420}}",1.0
"1421-N-Rochester-Ave,-Indianapolis,-IN-46222",474,286,384,Single Family,1949.0,49-06-32-116-224.000-901,RAINBOW RIDGE ANNEX L1273,RAINBOW RIDGE ANNEX 1 ADDITION,ZO01,Unknown,"{'2021': {'year': 2021, 'total': 1271}, '2022': {'year': 2022, 'total': 1667}, '2023': {'year': 2023, 'total': 1667}}",0.0
"605-Light-St,-Apt-3,-Salisbury,-MD-21801",475,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"696-Mowbray-Arch,-Apt-460,-Norfolk,-VA-23507",476,287,385,Condo,1985.0,16487550,PARCEL 23-A-2B-B GHENT SQ PHASE B UNIT 460,MOWBRAY ARCH,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 2254}, '2023': {'year': 2023, 'total': 2314}, '2024': {'year': 2024, 'total': 2414}}",1.0
"1601-Enfield-Rd,-Apt-3,-Austin,-TX-78703",477,0,386,Apartment,1971.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"8757-Townhill-Dr,-Saint-Louis,-MO-63126",478,288,387,Single Family,1956.0,26M-6-3-105-9,CRESTWOOD HILLS,CRESTWOOD HILLS,69R-3,Unknown,"{'2022': {'year': 2022, 'total': 2831}, '2023': {'year': 2023, 'total': 2857}, '2024': {'year': 2024, 'total': 3090}}",1.0
"250-6th-Ave,-Roebling,-NJ-08554",479,0,388,Single Family,1922.0,15  00123-0000-00008,LOT:8 BLK:123 DIST:15 CITY/MUNI/TWP:FLORENCE TWP MAP REF:TAX MAP 8.04,Unknown,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 2754}, '2022': {'year': 2022, 'total': 2778}}",1.0
"4421-14th-Ave,-Birmingham,-AL-35224",480,0,389,Single Family,1948.0,30-00-02-4-013-006.000,LOT 2 & 3 & 4 BLK 2 TENN LD CO 5TH ADD TO WYLAM,TENN LD CO 5 ADD 30-2-4,R4,Unknown,"{'2022': {'year': 2022, 'total': 576}}",0.0
"2005-Angela-Ln,-Kannapolis,-NC-28083",481,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"54-Westerlo-St,-Apt-1,-Albany,-NY-12202",482,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"4849-W-Clear-Field-Ct,-Eagle,-ID-83616",483,289,390,Single Family,2013.0,R5855110500,LOT 50 BLK 01 MOSCA SECA SUB NO 01,MOSCA SECA SUB NO 01,R-2-DA-P,Unknown,"{'2022': {'year': 2022, 'total': 2719}, '2023': {'year': 2023, 'total': 2066}}",1.0
"819-Country-Club-Dr,-North-Palm-Beach,-FL-33408",484,290,391,Single Family,1967.0,68-43-42-16-06-008-0200,COUNTRY CLUB ADD TO VILLAGE OFNORTH PALM BEACH~ LT 20 BLK 8,COUNTRY CLUB ADD TO VILLAGE,R-1,Unknown,"{'2022': {'year': 2022, 'total': 28569}, '2024': {'year': 2024, 'total': 30129}}",1.0
"2827-Residence-St,-Alton,-IL-62002",485,291,392,Single Family,1945.0,23-2-08-18-11-203-003,SIRING PLACE SUBD LOT 3 40X120,SIRING PLACE SUBD,Unknown,Unknown,"{'2021': {'year': 2021, 'total': 1044}, '2022': {'year': 2022, 'total': 1064}, '2023': {'year': 2023, 'total': 1135}}",0.0
"12211-S-Spencer-St,-Apt-2,-Alsip,-IL-60803",486,0,12,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"1211-Truman-Rd,-Suffolk,-VA-23434",487,292,393,Single Family,1968.0,35J*200,"L.200,EAST SUFFOLK GARDENS",LAKE KENNEDY REVIT,RES LOW-MEDIUM DENSITY,Unknown,"{'2023': {'year': 2023, 'total': 2332}, '2024': {'year': 2024, 'total': 2874}}",0.0
"41370-Tulip-Poplar-Pl,-Aldie,-VA-20105",488,293,394,Single Family,2020.0,250-45-2323-000,GREENS SOUTH AT WILLOWSFORD SEC.7A LOT 2 20150105000342/3P/4,GREENS SOUTH AT WILLOWSFORD,TR3UBF,Unknown,"{'2023': {'year': 2023, 'total': 14802}, '2024': {'year': 2024, 'total': 15094}}",1.0
"4646-Broadway-St,-Unit-4S,-Kansas-City,-MO-64112",489,0,395,Condo,2007.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0
"541-Magnolia-Ave,-Hannibal,-MO-63401",490,294,396,Single Family,1970.0,010.09.30.1.06.032.000,"SUBD MORAWITZ, PT LOT 18 & ALL LOTS 19 & 20 DIM DEED-105 X 153.5 IRR",MORAWITZ,Unknown,Unknown,"{'2022': {'year': 2022, 'total': 1627}}",1.0
"4301-River-Close-Blvd,-Valrico,-FL-33596",491,295,397,Single Family,2000.0,U18302137Q000008000010,BLOOMINGDALE SECTION CC PHASE I LOT 1 BLOCK 8,BLOOMINGDALE SECTION CC PHASE I,PD,Unknown,"{'2020': {'year': 2020, 'total': 4406}, '2022': {'year': 2022, 'total': 7239}, '2023': {'year': 2023, 'total': 7517}}",1.0
"5381-Howell-Prairie-Rd-NE,-Silverton,-OR-97381",492,296,398,Single Family,1965.0,062W36  01400,ACRES 7.50,Unknown,EFU,Unknown,"{'2023': {'year': 2023, 'total': 4863}}",0.0
